distinct_bib,subject,title,itemtype,deweyClass,out_bib
2615492,"Children of gay parents Biography","Gringa a contradictory girlhood",acbk,,2615492
2615492,"Children of gay parents Biography","Gringa a contradictory girlhood",acbk,612.825,2615492
2615492,"Lesbian mothers","Gringa a contradictory girlhood",acbk,,2615492
2615492,"Lesbian mothers","Gringa a contradictory girlhood",acbk,612.825,2615492
2615599,"Gay men Drama","VenkovskÃƒÂ¬ ucitel The country teacher",acdvd,,2615599
2615599,"Gay men Drama","VenkovskÃƒÂ½ ucitel The country teacher",acdvd,,2615599
2615599,"Gay teachers Czech Republic Drama","VenkovskÃƒÂ¬ ucitel The country teacher",acdvd,,2615599
2615599,"Gay teachers Czech Republic Drama","VenkovskÃƒÂ½ ucitel The country teacher",acdvd,,2615599
2615611,"Gay teenagers Drama","Rak hÃ¢Â€Â˜ng Sayam The love of Siam",acdvd,,2615611
2615611,"Gay teenagers Drama","Rak hÃƒÂ¦ng Sayam The love of Siam",acdvd,,2615611
2616629,"Lesbians Fiction","Beggar of love",acbk,,2616629
2616883,"Homosexuality Fiction","Freaks and revelations",acbk,,2616883
2616883,"Homosexuality Fiction","Freaks and revelations a novel",acbk,,2616883
2616883,"Homosexuality Juvenile fiction","Freaks and revelations",acbk,,2616883
2616883,"Homosexuality Juvenile fiction","Freaks and revelations a novel",acbk,,2616883
2617794,"Intersexuality Comic books strips etc","After school nightmare 10",acbk,741.5952,2617794
2618069,"Lesbians in literature","Gloria AnzaldÃ‚Â£a reader",acbk,818.5409,2618069
2618069,"Mexican American lesbians","Gloria AnzaldÃ‚Â£a reader",acbk,818.5409,2618069
2618140,"Gay men Drama","Huhoe haji ana No regret",acdvd,,2618140
2618532,"Gay men Washington State Seattle Literary collections","Gay city Volume one",acbk,810.8092,2618532
2618532,"Gay mens writings American Washington State Seattle","Gay city Volume one",acbk,810.8092,2618532
2618532,"Gays Washington State Seattle Literary collections","Gay city Volume one",acbk,810.8092,2618532
2618533,"Gay men Washington State Seattle Literary collections","Gay city Volume 2",acbk,810.8092,2618533
2618533,"Gay mens writings American Washington State Seattle","Gay city Volume 2",acbk,810.8092,2618533
2618533,"Gays Washington State Seattle Literary collections","Gay city Volume 2",acbk,810.8092,2618533
2618801,"Gay authors Biography","In and out of Hollywood a biographers memoir",acbk,,2618801
2619109,"Gay men Spain Drama","ley del deseo Law of desire",acdvd,,2619109
2619703,"Lesbians Fiction","Spinning tropics a novel",acbk,,2619703
2620879,"Bisexuals United States Biography","talented Miss Highsmith the secret life and serious art of Patricia Highsmith",acbk,,2620879
2620950,"Lesbianism History","Sapphistries a global history of love between women",acbk,306.7663,2620950
2620950,"Lesbians History","Sapphistries a global history of love between women",acbk,306.7663,2620950
2622581,"Gay men Crimes against Fiction","War damage",acbk,,2622581
2622637,"Gays writings History and criticism","50 gay and lesbian books everybody must read",acbk,809.89206,2622637
2622637,"Homosexuality and literature","50 gay and lesbian books everybody must read",acbk,809.89206,2622637
2622637,"Homosexuality in literature","50 gay and lesbian books everybody must read",acbk,809.89206,2622637
2622668,Gays,"nearest exit may be behind you",acbk,305.3,2622668
2622668,Lesbians,"nearest exit may be behind you",acbk,305.3,2622668
2622687,"Gays Family relationships","Ties that bind familial homophobia and its consequences",acbk,306.76608,2622687
2622687,"Gays Psychology","Ties that bind familial homophobia and its consequences",acbk,306.76608,2622687
2622687,"Lesbians Family relationships","Ties that bind familial homophobia and its consequences",acbk,306.76608,2622687
2622687,"Lesbians Psychology","Ties that bind familial homophobia and its consequences",acbk,306.76608,2622687
2623166,"Lesbians writings American","professor and other writings",acbk,818.54,2623166
2623389,"Gay men Drama","busy world is hushed",accd,812.54,2623389
2624852,"Homosexuality Fiction","less dead",acbk,,2624852
2625965,"Homosexuality and art","Cruising utopia the then and there of queer futurity",acbk,306.7601,2625965
2625965,"Queer theory","Cruising utopia the then and there of queer futurity",acbk,306.7601,2625965
2626386,"Male homosexuality Fiction","Hard rain falling",acbk,,2626386
2627253,"Gay men California San Francisco Fiction",Metropause,acbk,,2627253
2627823,"Gay men Fiction","Vampire maker",acbk,,2627823
2627824,"Gay men Fiction","Vampire thrall",acbk,,2627824
2627826,"Gay men Fiction","Vampire vow",acbk,,2627826
2628705,"Gay couples","new essential guide to gay lesbian weddings",acbk,395.22086,2628705
2628770,"Gays Drama","Fuera de carta Chefs special",acdvd,,2628770
2629112,"Gay wit and humor","Lynnee Breedloves one freak show",acbk,818.607,2629112
2629112,"Homosexuality Humor","Lynnee Breedloves one freak show",acbk,818.607,2629112
2629112,"Transgender people Humor","Lynnee Breedloves one freak show",acbk,818.607,2629112
2630111,"Lesbians Fiction","Wild Zone a novel",acbk,,2630111
2630307,"Children of gay parents Juvenile literature","And baby makes 4",jcbk,306.875,2630307
2630307,"Gay parents","And baby makes 4",jcbk,306.875,2630307
2630307,"Gay parents Juvenile literature","And baby makes 4",jcbk,306.875,2630307
2630307,"Lesbian mothers","And baby makes 4",jcbk,306.875,2630307
2630307,"Lesbian mothers Juvenile literature","And baby makes 4",jcbk,306.875,2630307
2631335,"Gay men Drama","young man from Atlanta a drama",accd,812.54,2631335
2631835,"Gay men Drama","Fifth of July",accd,812.54,2631835
2631841,"Gay men Fiction","single man",accd,,2631841
2631841,"Middle aged gay men Fiction","single man",accd,,2631841
2632811,"Gay men Drama","Breaking the code",accd,822.914,2632811
2633056,"Closeted gays Political activity United States",Outrage,acdvd,342.087,2633056
2633056,"Homosexuality Law and legislation United States",Outrage,acdvd,342.087,2633056
2634152,"Haggard Gayle","Why I stayed the choices I made in my darkest hour",acbk,261.83576,2634152
2634396,"Homosexuality Fiction","Will Grayson Will Grayson",acbk,,2634396
2634396,"Homosexuality Juvenile fiction","Will Grayson Will Grayson",acbk,,2634396
2634426,"Bisexuality Fiction","Pride prejudice",acbk,,2634426
2635986,"Gay parents","Gay and lesbian parents",jcbk,306.87408,2635986
2635986,"Gay parents Juvenile literature","Gay and lesbian parents",jcbk,306.87408,2635986
2638123,"Bisexuals Biography Dictionaries","Queers in history the comprehensive encyclopedia of historical gays lesbians bisexuals and transgenders",acbk,306.76092,2638123
2638123,"Gays Biography Dictionaries","Queers in history the comprehensive encyclopedia of historical gays lesbians bisexuals and transgenders",acbk,306.76092,2638123
2638123,"Transgender people Biography Dictionaries","Queers in history the comprehensive encyclopedia of historical gays lesbians bisexuals and transgenders",acbk,306.76092,2638123
2638677,"Gay men United States Biography","My queer war",acbk,940.54497,2638677
2638677,"Gay military personnel United States Biography","My queer war",acbk,940.54497,2638677
2638677,"Gays in the military United States Biography","My queer war",acbk,940.54497,2638677
2638922,"Gay teenagers Fiction","Drama queers",acbk,,2638922
2638928,"Christian gay men Religious life Fiction","God says no",acbk,,2638928
2641008,"Transgender people Social aspects","Kissing the mask beauty understatement and femininity in Japanese Noh theater with some thoughts on muses especially Helga Testorf transgender women kabuki goddesses porn queens poets housewives makeup artists geishas valkyries and Ven",acbk,792.7028,2641008
2641267,"Gay men Family relationships Fiction",Probation,acbk,,2641267
2641267,"Gay men Mental health Fiction",Probation,acbk,,2641267
2641326,"Lesbianism in literature","Inseparable desire between women in literature",acbk,809.93352,2641326
2641326,"Lesbianism in literature","Inseparable desire between women in literature",acbk,860.93526,2641326
2641402,"Lesbians Drama","Je tu il elle I you he she",acdvd,,2641402
2644094,"Lesbians Fiction","Black blade blues",acbk,,2644094
2644101,"Transgender fiction","Cut away a novel",acbk,,2644101
2644101,"Transgender people Fiction","Cut away a novel",acbk,,2644101
2644129,"Bisexuality Fiction","In my fathers house",acbk,,2644129
2644132,"Gay men Fiction","Insignificant others",acbk,,2644132
2644181,"African American gays Biography","I was born this way a gay preachers journey through Gospel music disco stardom and a ministry in Christ",acbk,,2644181
2644394,"Gay authors Great Britain Biography","great unrecorded history a new life of E M Forster",acbk,,2644394
2644601,"Lesbians Fiction","Of all the stupid things",acbk,,2644601
2644601,"Lesbians Juvenile fiction","Of all the stupid things",acbk,,2644601
2646501,"Bisexuality in marriage Fiction",Arusha,acbk,,2646501
2646501,"Closeted gays Fiction",Arusha,acbk,,2646501
2646507,"Gay men Fiction","Centuries ago and very fast",acbk,,2646507
2646539,"Gays Oregon Portland Anecdotes","Portland queer tales of the Rose City",acbk,810.80353,2646539
2646539,"Gays Oregon Portland Fiction","Portland queer tales of the Rose City",acbk,810.80353,2646539
2646539,"Gays writings American","Portland queer tales of the Rose City",acbk,810.80353,2646539
2646984,"Gay men Portraits","Band of bikers",acbk,779.93067,2646984
2646984,"Homosexuality Pictorial works","Band of bikers",acbk,779.93067,2646984
2647033,"Male homosexuality in art","Roman homosexuality",acbk,306.7662,2647033
2647033,"Male homosexuality in literature","Roman homosexuality",acbk,306.7662,2647033
2647033,"Male homosexuality Italy Rome History","Roman homosexuality",acbk,306.7662,2647033
2647033,"Male homosexuality Rome History","Roman homosexuality",acbk,306.7662,2647033
2648561,"Homosexuality in animals","Biological exuberance animal homosexuality and natural diversity",acbk,591.562,2648561
2649694,"Gay couples Legal status laws etc United States Digests","From the closet to the courtroom five LGBT rights lawsuits that have changed our nation",acbk,342.73087,2649694
2649694,"Gay rights United States Digests","From the closet to the courtroom five LGBT rights lawsuits that have changed our nation",acbk,342.73087,2649694
2649694,"Homosexuality Law and legislation United States Digests","From the closet to the courtroom five LGBT rights lawsuits that have changed our nation",acbk,342.73087,2649694
2649715,"Lesbian mothers United States Biography","She looks just like you a memoir of nonbiological lesbian motherhood",acbk,306.8743,2649715
2649793,"Homosexuality Comic books strips etc","Gravitation Volume 1",acbk,741.5952,2649793
2649797,"Homosexuality Comic books strips etc","Gravitation Volume 8",acbk,741.5952,2649797
2649798,"Homosexuality Comic books strips etc","Gravitation Volume 9",acbk,741.5952,2649798
2649799,"Homosexuality Comic books strips etc","Gravitation Volume 10",acbk,741.5952,2649799
2649800,"Homosexuality Comic books strips etc","Gravitation Volume 11",acbk,741.5952,2649800
2649803,"Gay men Comic books strips etc","Gravitation Volume 3",acbk,741.5952,2649803
2650100,"Gay couples Family relationships","En busca de Emma dos padres una hija y el sueÃ‚Â¤o de una familia",acbk,306.87408,2650100
2650100,"Gay fathers Family relationships","En busca de Emma dos padres una hija y el sueÃ‚Â¤o de una familia",acbk,306.87408,2650100
2650100,"Gay parents Family relationships","En busca de Emma dos padres una hija y el sueÃ‚Â¤o de una familia",acbk,306.87408,2650100
2650228,"Homosexuality Fiction","Will Grayson Will Grayson",accd,,2650228
2650289,"Gay men Fiction","ghost wore yellow socks",acbk,,2650289
2652606,"Lesbianism Fiction","Fist of the spider woman tales of fear queer desire",acbk,,2652606
2652606,"Lesbians Sexual behavior Fiction","Fist of the spider woman tales of fear queer desire",acbk,,2652606
2652702,"Lesbians Fiction",Scars,acbk,,2652702
2652702,"Lesbians Juvenile fiction",Scars,acbk,,2652702
2653553,"Lesbian couples Fiction","more I owe you a novel",acbk,,2653553
2654031,"Gay politicians","No compromise the story of Harvey Milk",acbk,,2654031
2654031,"Gay politicians California San Francisco Biography Juvenile literature","No compromise the story of Harvey Milk",acbk,,2654031
2654031,"Gay politicians Juvenile literature","No compromise the story of Harvey Milk",acbk,,2654031
2654034,"Gay teenagers","Home and family relationships",acbk,306.76083,2654034
2654034,"Gay teenagers Family relationships Juvenile literature","Home and family relationships",acbk,306.76083,2654034
2654034,"Gay teenagers Juvenile literature","Home and family relationships",acbk,306.76083,2654034
2654035,Gays,"Friendship dating and relationships",acbk,306.76,2654035
2654035,"Gays Juvenile literature","Friendship dating and relationships",acbk,306.76,2654035
2654131,"Homosexuality Religious aspects Fiction","Gods gargoyles",acbk,,2654131
2654131,"Mormon gays Religious life Fiction","Gods gargoyles",acbk,,2654131
2654414,"Gay authors United States Biography","Secret historian the life and times of Samuel Steward professor tattoo artist and sexual renegade",acbk,,2654414
2655481,"Lesbian athletes United States","Training rules",acdvd,306.766,2655481
2656671,"Gay men Drama","single man",accd,,2656671
2656671,"Gay men Drama","single man",acdvd,,2656671
2656752,"Gay men Fiction","Vampire transgression",acbk,,2656752
2656814,"Gay men Family relationships Fiction","road home",acbk,,2656814
2656814,"Gay men Fiction","road home",acbk,,2656814
2657654,"Lesbians Fiction","love story starring my dead best friend",acbk,,2657654
2657654,"Lesbians Juvenile fiction","love story starring my dead best friend",acbk,,2657654
2659273,"Bisexuals United States Interviews","Travels in a gay nation portraits of LGBTQ Americans",acbk,306.76609,2659273
