distinct_bib,subject,out_bib,title,itemtype,deweyClass
3674526,"Transgender people Poetry",3674526,"We want it all An anthology of radical trans poetics",acbk,808.81935
3674526,"Transgender peoples writings",3674526,"We want it all An anthology of radical trans poetics",acbk,808.81935
3674621,"Gay athletes Fiction",3674621,"redshirt a novel",acbk,
3675184,"Lesbian artists France Paris History 20th century",3675184,"No modernism without lesbians",acbk,709.04092
3675285,"Queer theory",3675285,"Queerstory an infographic history of the fight for LGBTQ rights",acbk,306.76
3675285,"Transgender people Civil rights History",3675285,"Queerstory an infographic history of the fight for LGBTQ rights",acbk,306.76
3675372,"Lesbian fiction",3675372,"Hush little baby a novel",acbk,
3675372,"Lesbians Fiction",3675372,"Hush little baby a novel",acbk,
3675524,"Lesbian fiction",3675524,"How to find a princess",accd,
3675524,"Lesbians Fiction",3675524,"How to find a princess",accd,
3675529,"Lesbian fiction",3675529,"One last stop",accd,
3675529,"Lesbians Fiction",3675529,"One last stop",accd,
3675536,"Gay fiction",3675536,"queer principles of Kit Webb",accd,
3675536,"Gay men Fiction",3675536,"queer principles of Kit Webb",accd,
3675805,"Gay fiction",3675805,"Just like this",acbk,
3675805,"Gay men Fiction",3675805,"Just like this",acbk,
3675920,"Gay couples Portraits",3675920,"Queer love in color",acbk,770.8664
3675926,"Transgender people United States Poetry",3675926,"Water I wont touch",acbk,811.6
3676886,"Gay couples Juvenile literature",3676886,"Two grooms on a cake the story of Americas first gay wedding",jcbk,306.7662
3676886,"Gay men Juvenile literature",3676886,"Two grooms on a cake the story of Americas first gay wedding",jcbk,306.7662
3676893,"Gay fathers Juvenile fiction",3676893,"Popcorn Bob",jcbk,
3676898,"Transgender children Juvenile fiction",3676898,"Too bright to see",jcbk,
3676898,"Transgender fiction",3676898,"Too bright to see",jcbk,
3676898,"Transgender people Fiction",3676898,"Too bright to see",jcbk,
3676904,"Gay authors Fiction",3676904,"booksellers boyfriend",acbk,
3676904,"Gay couples Fiction",3676904,"booksellers boyfriend",acbk,
3676904,"Gay fiction",3676904,"booksellers boyfriend",acbk,
3676904,"Gay men Fiction",3676904,"booksellers boyfriend",acbk,
3676977,"Lesbians Fiction",3676977,"Chaos on CatNet",acbk,
3676983,"Lesbians Fiction",3676983,"key to you and me",acbk,
3677472,"Transgender people Poetry",3677472,"It was never going to be okay",acbk,811.6
3677472,"Transgender women Poetry",3677472,"It was never going to be okay",acbk,811.6
3677885,"Gays Fiction",3677885,"Grandads camper",jcbk,
3677885,"Gays Juvenile fiction",3677885,"Grandads camper",jcbk,
3677992,"Gay men Comic books strips etc",3677992,"There are things I cant tell you",acbk,741.5952
3678398,"Gay comics",3678398,"Heartstopper Volume 3",acbk,741.5942
3678398,"Gay teenagers Comic books strips etc",3678398,"Heartstopper Volume 3",acbk,741.5942
3678430,"Lesbian private investigators Fiction",3678430,"Vera Kelly is not a mystery",acbk,
3678692,"Transgender parents United States Biography",3678692,"How we do family from adoption to trans pregnancy what we learned about love and LGBTQ parenthood",acbk,306.87408
3678692,"Transgender people Family relationships United States",3678692,"How we do family from adoption to trans pregnancy what we learned about love and LGBTQ parenthood",acbk,306.87408
3678943,"Gay men Iraq Biography",3678943,"Im in Seattle where are you a memoir",accd,892.787
3678994,"Gay men Biography",3678994,"Antiman a hybrid memoir",acbk,811.6
3679013,"African American gay men Biography",3679013,"Unprotected a memoir",acbk,
3679013,"African American gay men Biography",3679013,"Unprotected a memoir",pkbknh,
3679013,"Gay actors United States Biography",3679013,"Unprotected a memoir",acbk,
3679013,"Gay actors United States Biography",3679013,"Unprotected a memoir",pkbknh,
3679013,"Queer men",3679013,"Unprotected a memoir",acbk,
3679013,"Queer men",3679013,"Unprotected a memoir",pkbknh,
3679161,"Older transgender people Care",3679161,"Growing older as a trans and or non binary person a support guide",acbk,306.76808
3679161,"Older transgender people Psychology",3679161,"Growing older as a trans and or non binary person a support guide",acbk,306.76808
3679168,"Bisexual men Great Britain Biography",3679168,"Out of the woods nature sexuality and faith in the forest",acbk,306.76509
3679198,"Gay comics",3679198,"Youth Volume one True fantasy",acbk,741.5973
3679198,"Gay teenagers Comic books strips etc",3679198,"Youth Volume one True fantasy",acbk,741.5973
3679202,"Gay men Comic books strips etc",3679202,"Candy color paradox 5",acbk,741.5952
3679208,"Lesbians Fiction",3679208,"Black water sister",acbk,
3679259,"Lesbian parent families Fiction",3679259,"We are satellites",acbk,
3679265,"Gay men Fiction",3679265,"line of beauty a novel",acbk,
3679382,"Lesbians Comic books strips etc",3679382,"How do we relationship 2",acbk,741.5952
3679490,"Gay fiction",3679490,"hate project",acbk,
3679490,"Gay men Fiction",3679490,"hate project",acbk,
3679913,"Lesbian fiction",3679913,"How to find a princess",acbk,
3679913,"Lesbians Fiction",3679913,"How to find a princess",acbk,
3679960,"Gay fiction",3679960,"Yes Daddy",acbk,
3679960,"Gay men Fiction",3679960,"Yes Daddy",acbk,
3680112,"Transgender fiction",3680112,"Witch King",acbk,
3680112,"Transgender people Fiction",3680112,"Witch King",acbk,
3680112,"Transgender people Juvenile fiction",3680112,"Witch King",acbk,
3680376,"Gay teenagers Juvenile fiction",3680376,"Baby Solo",acbk,
3681140,"Queer theory United States",3681140,breaks,acbk,305.80097
3681187,"Gay teenagers Fiction",3681187,"In deeper waters",acbk,
3681187,"Gays Juvenile fiction",3681187,"In deeper waters",acbk,
3681294,"Gay parents Fiction",3681294,"Daddy Dada",jcbk,
3681362,"Transgender fiction",3681362,"biuty queens",acbk,
3681362,"Transgender people Fiction",3681362,"biuty queens",acbk,
3681367,"Bisexual women Fiction",3681367,"Satisfaction guaranteed",acbk,
3681367,"Lesbian fiction",3681367,"Satisfaction guaranteed",acbk,
3681367,"Lesbians Fiction",3681367,"Satisfaction guaranteed",acbk,
3681444,"Lesbians Fiction",3681444,"Everyone in this room will someday be dead",accd,
3681474,"Lesbian teenagers Fiction",3681474,"Junk boy",acbk,
3681489,"Lesbian teenagers Fiction",3681489,"art of saving the world",acbk,
3681489,"Lesbians Fiction",3681489,"art of saving the world",acbk,
3681508,"Lesbian mothers Fiction",3681508,"With teeth a novel",acbk,
3682686,"Gay activists Canada Biography",3682686,"tale of two Omars a memoir of family revolution and coming out during the Arab Spring",acbk,
3682686,"Gay men Canada Biography",3682686,"tale of two Omars a memoir of family revolution and coming out during the Arab Spring",acbk,
3682693,"Lesbians Fiction",3682693,"One last stop",acbk,
3682693,"Lesbians Fiction",3682693,"One last stop",acbk,613.7
3682693,"Lesbians Fiction",3682693,"One last stop",pkbknh,
3682713,"Gay authors 19th century Biography",3682713,"Oscar Wilde a life",acbk,
3682721,"Gays Fiction",3682721,"chosen and the beautiful",acbk,
3682721,"Gays Fiction",3682721,"chosen and the beautiful",pkbknh,
3682735,"Transgender people Fiction",3682735,"Future feeling a novel",acbk,
3682780,"Bisexual teenagers Fiction",3682780,"Some girls do",acbk,
3682780,"Bisexuality Fiction",3682780,"Some girls do",acbk,
3682780,"Lesbian teenagers Fiction",3682780,"Some girls do",acbk,
3682780,"Lesbians Fiction",3682780,"Some girls do",acbk,
3682819,"Gay couples History 19th century Pictorial works",3682819,"Loving a photographic history of men in love 1850s 1950s Nini Treadwell collection",acbk,779.2309
3682819,"Gay couples History 20th century Pictorial works",3682819,"Loving a photographic history of men in love 1850s 1950s Nini Treadwell collection",acbk,779.2309
3682819,"Gay men History 19th century Pictorial works",3682819,"Loving a photographic history of men in love 1850s 1950s Nini Treadwell collection",acbk,779.2309
3682819,"Gay men History 20th century Pictorial works",3682819,"Loving a photographic history of men in love 1850s 1950s Nini Treadwell collection",acbk,779.2309
3682828,"Gay journalists Political and social views",3682828,"Out on a limb selected writing 1989 2021",acbk,306.0973
3682828,"Gay journalists Political and social views",3682828,"Out on a limb selected writing 1989 2021",acbk,791.4363
3682828,"Gay rights",3682828,"Out on a limb selected writing 1989 2021",acbk,306.0973
3682828,"Gay rights",3682828,"Out on a limb selected writing 1989 2021",acbk,791.4363
3682857,"African American transgender people Biography",3682857,"I have always been me a memoir",acbk,306.768
3682857,"Transgender people United States Biography",3682857,"I have always been me a memoir",acbk,306.768
3682902,"Asexual people Fiction",3682902,"Short stuff a young adult LGBTQ anthology",acbk,
3682902,"Gays Fiction",3682902,"Short stuff a young adult LGBTQ anthology",acbk,
3682902,"Lesbians Fiction",3682902,"Short stuff a young adult LGBTQ anthology",acbk,
3682902,"Transgender people Fiction",3682902,"Short stuff a young adult LGBTQ anthology",acbk,
3682936,"Gay comics",3682936,"My summer of you Vol 1 The summer of you",acbk,741.5952
3682936,"Gay teenagers Comic books strips etc",3682936,"My summer of you Vol 1 The summer of you",acbk,741.5952
3682967,"Gay wit and humor",3682967,"Six characters in search of a play",acdvd,792.7
3682968,"Gay films",3682968,Supernova,acdvd,
3682968,"Gay men Drama",3682968,Supernova,acdvd,
3683145,"Lesbian teenagers Fiction",3683145,"Forget this ever happened",acbk,
3683145,"Lesbians Fiction",3683145,"Forget this ever happened",acbk,
3683156,"Gays Fiction",3683156,"Here the whole time",acbk,
3683156,"Gays Juvenile fiction",3683156,"Here the whole time",acbk,
3683809,"Gay fiction",3683809,Pumpkin,acbk,
3683809,"Gay teenagers Fiction",3683809,Pumpkin,acbk,
3683809,"Gays Fiction",3683809,Pumpkin,acbk,
3683809,"Gays Juvenile fiction",3683809,Pumpkin,acbk,
3683835,"Queer comics",3683835,"Love me for who I am 03",acbk,741.5952
3683837,"Transgender people Fiction",3683837,"Nothing ever happens here",jcbk,
3683837,"Transgender people Juvenile fiction",3683837,"Nothing ever happens here",jcbk,
3683840,"Gay fiction",3683840,"After Francesco",acbk,
3683840,"Gay men Fiction",3683840,"After Francesco",acbk,
3684097,"Gay men Fiction",3684097,guncle,acbk,
3684284,"Gay pride parades Juvenile literature",3684284,"Pride puppy",jcbk,
3684345,"Gay fiction",3684345,"Playing the palace",acbk,
3684345,"Gay men Fiction",3684345,"Playing the palace",acbk,
3684413,"Lesbian fiction",3684413,"Find me when Im lost",acbk,
3684413,"Lesbians Fiction",3684413,"Find me when Im lost",acbk,
3684473,"Gay rights United States History",3684473,"case for gay reparations",acbk,306.76097
3684484,"Asian American bisexuals Social conditions",3684484,"Q A voices from queer Asian North America",acbk,306.76089
3684484,"Asian American gays Social conditions",3684484,"Q A voices from queer Asian North America",acbk,306.76089
3684484,"Asian American lesbians Social conditions",3684484,"Q A voices from queer Asian North America",acbk,306.76089
3684484,"Bisexuals North America Identity",3684484,"Q A voices from queer Asian North America",acbk,306.76089
3684484,"Gays North America Identity",3684484,"Q A voices from queer Asian North America",acbk,306.76089
3684484,"Lesbians North America Identity",3684484,"Q A voices from queer Asian North America",acbk,306.76089
3684484,"Queer theory",3684484,"Q A voices from queer Asian North America",acbk,306.76089
3684484,"Transgender people North America Identity",3684484,"Q A voices from queer Asian North America",acbk,306.76089
3684490,"Queer theory",3684490,"Trans care",acbk,306.768
3684490,"Transgender people Health and hygiene",3684490,"Trans care",acbk,306.768
3684490,"Transgender people Medical care",3684490,"Trans care",acbk,306.768
3684490,"Transgender people Social conditions",3684490,"Trans care",acbk,306.768
3684491,"Transgender people Medical care United States",3684491,"Trans medicine the emergence and practice of treating gender",acbk,362.10867
3684571,"Transgender women",3684571,"XY Chelsea",acdvd,355.1334
3684588,"Gay fathers Fiction",3684588,"Tuesday is Daddys day",jcbk,
3684588,"Gay fathers Juvenile fiction",3684588,"Tuesday is Daddys day",jcbk,
3684605,"Transgender people Ohio Fiction",3684605,"passing playbook",acbk,
3684605,"Transgender people Ohio Juvenile fiction",3684605,"passing playbook",acbk,
3684625,"Transgender artists",3684625,Continuum,acbk,306.76809
3684625,"Transgender people",3684625,Continuum,acbk,306.76809
3684738,"Lesbians Fiction",3684738,"lucky list",acbk,
3684738,"Lesbians Juvenile fiction",3684738,"lucky list",acbk,
3684767,"Lesbians Juvenile fiction",3684767,"Almost flying",jcbk,
3684773,"Transgender people Fiction",3684773,"Both can be true",jcbk,
3684773,"Transgender people Juvenile fiction",3684773,"Both can be true",jcbk,
3684782,"African American lesbians Fiction",3684782,Masquerade,acbk,
3684782,"Lesbian fiction",3684782,Masquerade,acbk,
3684782,"Lesbians Fiction",3684782,Masquerade,acbk,
3684787,"Gay men New Zealand Fiction",3684787,"Off balance",acbk,
3684796,"Homosexuality Greece History",3684796,"Sacred band three hundred Theban lovers fighting to save Greek freedom",acbk,938.4
3684864,"Lesbian fiction",3684864,"Hazel Bly and the deep blue sea",jcbk,
3684864,"Lesbian mothers Fiction",3684864,"Hazel Bly and the deep blue sea",jcbk,
3684864,"Lesbian mothers Juvenile fiction",3684864,"Hazel Bly and the deep blue sea",jcbk,
3685315,"Bisexual men Fiction",3685315,"My policeman",acbk,
3685437,"Bisexual women Fiction",3685437,"Closer to fine a novel",acbk,
3685489,"Lesbian fiction",3685489,"door behind a door a novel",acbk,
3685489,"Lesbians Fiction",3685489,"door behind a door a novel",acbk,
3685711,"Asexual people Great Britain Biography Comic books strips etc",3685711,"How to be ace a memoir of growing up asexual",acbk,306.762
3685711,"Asexuality Sexual orientation Comic books strips etc",3685711,"How to be ace a memoir of growing up asexual",acbk,306.762
3685741,"Intersex people",3685741,"comprehensive guide to intersex",acbk,306.7685
3685773,"Gay fiction",3685773,"queer principles of Kit Webb a novel",acbk,
3685773,"Gay men Fiction",3685773,"queer principles of Kit Webb a novel",acbk,
3685777,"Gay fiction",3685777,"Rainbow milk a novel",acbk,
3685777,"Gay men Fiction",3685777,"Rainbow milk a novel",acbk,
3685782,"Lesbian fiction",3685782,"Jasmine throne",acbk,
3685782,"Lesbians Fiction",3685782,"Jasmine throne",acbk,
3685788,"Gay fiction",3685788,"Hard sell",acbk,
3685788,"Gay men Fiction",3685788,"Hard sell",acbk,
3685801,"Gay fiction",3685801,"Burn it all down",acbk,
3685801,"Gays Fiction",3685801,"Burn it all down",acbk,
3685869,"Gay artists Exhibitions",3685869,"lavender palette gay culture and the art of Washington state",acbk,700.973
3685964,"Gay artists New York State New York History Juvenile literature",3685964,"Drawing on walls a story of Keith Haring",jcbk,
3685964,"Gay artists United States History Juvenile literature",3685964,"Drawing on walls a story of Keith Haring",jcbk,
3685990,"Lesbian parent families Juvenile fiction",3685990,"Wednesday Wilson gets down to business",jcbk,
